name,calories,protein,carbs,fat,fiber
Galettes Riz complet,388.0,7.9,81.0,3.0,3.4
Panier de yoplait Morceaux de fruits framboise fraise,90.0,3.4,13.0,2.3,0.0
Costa,399.0,8.6,68.0,7.9,11.0
Buttermilch,38.0,3.4,4.2,0.6,0.0
Brassé fraise,85.0,3.6,10.2,2.9,0.0
mango yogurt,106.0,4.5,11.8,4.7,0.0
Kéfir Natural sabor suave,45.0,3.4,4.4,1.5,0.0
P'tit Gouter,480.0,6.4,65.0,22.0,0.0
Céréales oh my crips fruit,427.0,8.5,49.0,18.0,18.0
Fromage à tartiner,169.0,11.0,9.5,9.0,0.0
Greek Style Flame Baked Flatbreads,291.0,10.9,44.7,6.13,6.62
Monster energy 50cl,0.0,0.0,0.0,0.0,0.0
Kéfir Saveur myrtille,72.0,3.1,8.0,3.1,0.0
Strawberry & Almond Low Sugar Granola,431.0,11.6,62.2,15.1,16.4
Super Berry Oat Bars,433.0,8.8,45.0,21.0,16.0
Brot,17.8,2.04,0.267,0.978,0.0
Kefir yoghurt,74.0,5.3,9.1,1.8,0.0
Crunchy 100% Peanut Butter,634.0,28.5,12.0,51.3,5.4
Chocolate and Hazelnut Cake,468.0,5.9,50.0,26.0,0.0
Sliced seedy multigrain bread,285.7142857,10.71428571,39.28571429,8.928571428571429,5.3571428569999995
BP3177,0.0,0.0,0.0,0.0,0.0
GOOD SEED ORGANIC BREAD,267.0,11.1,51.1,5.56,6.67
Honey Nut Cheerios,378.0,8.11,81.1,5.41,8.11
Nacho Cheese Tortilla Chips,530.0,7.07,0.0,28.3,3.53
Jammie dodgers raspberry flavour,428.0,5.56,66.7,13.9,2.22
Sour Cream,200.0,3.33,3.33,16.7,0.0
Ripe & Ready Medium Avocados,197.0,1.9,1.9,19.5,3.4
Organic Black Beans in water,45.889101331199996,3.0,5.0,0.9,10.0
Pitted Green Olives,164.0,1.0,0.5,16.7,4.1
Crème fraîche legère 15%MG,167.0,2.8,5.0,15.0,0.0
Barre pâtissière aux œufs frais,352.0,5.5,55.0,12.0,0.9
Cream Spread Herbs,208.0,5.6,3.2,19.0,0.0
Spanish Ham Jamón Serrano,238.0,32.0,0.3,12.0,0.3
Saumon sauce oseille & son riz pilaf,150.0,7.1,15.0,6.7,0.6
Noix de cajou grillées et salées,618.0,18.5,21.7,50.0,3.7
Himalaias rock salt,0.0,0.0,0.0,0.0,0.0
Sauce vinaigrette au vinaigre balsamique de Modène,476.0,1.0,2.9,51.0,0.8
Bebida de avena,45.0,1.4,7.7,0.8,0.8
Sucre Vanillé des Isles,400.0,0.5,97.0,0.5,0.5
Olives noires dénoyautées à la grecque,289.0,1.7,2.2,28.0,0.0
Secret de Mousse Chocolat Noir,158.0,5.0,20.6,5.7,2.1
Le yaourt à la vanille,95.0,3.0,13.1,3.0,0.0
Crousti Moelleux Complet Sans Sucre Ajouté 730gr,246.0,9.5,41.0,3.4,6.7
Soupe à la chinoise,21.0,0.5,3.5,0.4,0.5
PurSoup' Velouté de Légumes du Soleil,41.0,0.9,4.8,1.7,1.0
Torti 1 kg,361.0,12.0,72.0,2.0,3.6
lasagne,361.0,12.0,72.0,2.0,3.6
Tomacouli nature,27.0,1.2,4.5,0.1,1.6
Riz thaï,348.0,7.5,78.0,0.6,0.4
Lait concentré non sucré demi-écrémé,112.0,6.9,12.0,4.0,0.0
Gelée de groseilles,241.0,0.6,59.0,0.1,1.0
Excellence Milk Sea Salt Caramel,550.0,5.4,57.0,32.0,0.0
Petits Pois 1/4,75.0,5.0,9.1,0.9,5.3
Flageolets préparés 1/4,98.0,6.5,13.0,0.8,6.2
Poivrons cuisinés piment Espelette,70.0,1.5,8.2,3.2,1.4
Rotella,298.0,3.7,69.0,0.8,0.0
Muesli croustillant - duo de chocolats,476.0,10.0,59.0,20.0,8.2
Jus à base de jus et purées concentrés.,46.0,0.0,10.4,0.0,0.0
Céréales gourmandes,374.0,19.4,56.0,6.6,7.8
Fines galettes épinards & pignons,234.0,6.7,29.0,8.9,5.6
"Cuisiné Lentilles, Millet & Petits légumes",156.0,6.4,16.8,6.4,6.5
Galettes au bon beurre,470.0,7.4,73.0,16.0,2.2
Tartines de pain - blé complet - Bio,383.0,12.0,69.0,4.6,9.0
Sardines Label Rouge huile d'olive,236.0,23.3,0.0,15.5,0.0
PRESIDENT POINTE DE BRIE 200g,347.0,17.0,0.5,31.0,0.0
La madeleine Bio,463.0,6.5,52.0,25.0,1.8
Poudre cacaotée 32 % de cacao maigre,367.0,8.0,71.0,3.5,9.6
Coquillettes au Jambon et au Fromage,164.0,7.3,16.0,7.7,0.7
BEURRE TENDRE DOUX bq,743.0,0.7,0.5,82.0,0.0
BEURRE BIOLOGIQUE DOUX MOULE 250g origine France,745.0,0.7,1.2,82.0,0.0
Galettes de ble noir x6,164.0,5.9,30.0,1.6,3.0
6 oeufs fermiers label rouge de,140.0,12.7,0.3,9.8,0.0
CRISTALINE Eau de Source au jus de fruits FRAISE 1.5L,16.0,0.0,3.7,0.0,0.0
CRISTALINE Eau de Source au jus de fruits PECHE 50cl,13.0,0.0,3.1,0.0,0.0
Beurre de Baratte Doux,742.0,0.7,0.5,82.0,0.0
Crème semi-épaisse UHT 18%MG - 3 briques de 20cl,193.0,2.4,5.3,18.0,0.0
Cookies bio quinoa pépites chocolat paquet de 175g,489.0,7.6,59.0,24.0,3.5
Crousty Chicken Long Filet's,184.0,18.0,12.0,7.0,0.7
Pommes noisettes,185.0,2.3,24.0,8.2,2.9
Les Frites,0.0,0.0,0.0,0.0,0.0
Tagliatelles à la carbonara,162.0,6.9,13.0,8.9,1.1
Blanc de Poulet Doré au Four,109.0,20.0,0.8,2.6,1.2
Brioche tressée pur beurre 800g,334.0,8.5,46.0,12.0,3.8
Ktipiti Extra,123.0,5.1,5.7,8.6,1.4
Le Moelleux -25% de Sel,115.0,7.5,11.0,4.5,0.0
Fitness Original,366.0,9.4,72.2,2.1,10.7
Bâton de Berger Mini nature,510.0,29.0,4.1,42.0,0.0
Beurre moulé AOP doux,744.0,0.7,0.9,82.0,0.0
Beurre au sel de mer,726.0,0.6,1.0,80.0,0.0
Puré de patatas,358.0,7.8,77.0,0.4,8.4
Fibra,356.0,8.7,62.0,6.1,8.9
Crème légère 15% MG,171.0,2.8,6.3,15.0,0.0
Chips paysannes nature,530.0,6.1,52.0,32.0,4.8
Nustikao,105.0,5.5,59.0,29.0,3.0
Huile vierge de colza bio,828.0,0.0,0.0,100.0,0.0
Les Acras de morue,192.0,9.6,17.0,8.8,0.0
"Dessert fruitier Sans Sucres Ajoutés, Pomme Fraise",52.0,0.4,11.0,0.2,2.2
Petit beurre nature,467.0,5.9,73.6,15.8,2.0
Chocolat noir Gingembre confit,551.0,7.6,44.0,36.0,7.9
Barritas de sesamo,556.0,14.1,32.1,38.9,10.6
Milchschnitte,421.0,7.9,34.0,27.9,0.0
Digestive Biscuits with Wheatgerm,479.0,7.5,65.0,20.2,3.4
Fruit & Barley Peach,11.0,0.0,1.6,0.0,0.0
38G SKITTLES SACHET,397.0,0.0,89.0,4.2,0.0
Fruit & Oat Bakes apple,390.0,3.6,74.5,8.6,1.68
Walkers Salt & Vinegar crisps 6 Pack - OUTER PACKAGING ONLY,436.0,5.91,72.7,12.7,5.91
Pasta 'n' Sauce Cheese & Broccoli,114.0,4.43,20.2,1.58,0.82
Fromage à effilocher nature,304.0,23.0,2.5,22.5,0.0
Sesame Seed Bagels,266.0,9.29,48.2,3.29,3.29
Vegan Chicken Free Slices,94.0,11.0,4.1,2.3,6.2
Organic Luscious Fruits Naturally Bio-Live Yogurt 4 x (440g),102.0,3.4,12.7,4.1,0.0
Innocent jus de pomme 900ml,41.0,0.05,10.0,0.0,0.0
Longlife Almond Drink Unsweetened,15.0,0.7,0.5,1.0,0.5
Fruit rolls,280.0,1.9,63.0,0.0,10.0
Urban Fruit Snack Pack Strawberry,293.0,2.0,67.3,0.2,6.1
"Tropicana Réveil fruité format familial 1,5 L",51.0,0.6,11.0,0.0,1.1
Alvalle Gazpacho vert 1 L,35.0,1.1,3.3,1.7,0.8
COCO & ALMOND,24.0,0.3,2.5,1.3,0.0
Sok 100% Pomarańcza,44.0,0.6,10.0,0.0,0.0
"# Lapte zuzu 1,5%1l",44.0,3.1,4.5,1.5,0.0
SOBA Cup Yakitori Poulet,221.0,4.9,24.7,10.8,0.0
Valencia panaché 1l,45.0,0.0,11.9,0.0,0.0
Eau de source non gazeux,0.0,0.0,0.0,0.0,0.0
Huile d'olive vierge extra (Biologique),800.0,0.0,0.0,86.7,0.0
double concentré de tomates,137.0,4.9,28.2,0.333,3.33
Start,433.0,5.6,65.7,16.5,2.38
Kit Kat 2 Finger Milk Chocolate Biscuit Bars,502.0,7.0,62.3,24.5,2.3
LT3X100G LAIT MILKA,539.0,6.5,57.0,31.0,2.3
Crackers cereali antichi,450.0,13.0,67.0,13.0,6.7
Misura dolcesenza mais riso farro,421.05263,7.89474,88.15789000000002,15.78947,5.26316
Lindor Lait,623.0,5.0,44.0,47.0,0.0
Tortilla Nachips,492.0,7.8,59.0,23.6,6.0
Chocolate negro 82%,561.0,12.0,22.0,44.0,0.0
Twins chocolate,527.0,5.3,62.0,28.0,0.0
Tortitas de arroz integral,389.0,8.33,79.2,2.78,4.17
Puleva omega 3,50.0,2.9,4.4,2.3,0.0
Queso especial pasta,292.0,20.0,17.0,16.0,0.0
Real Mayonnaise imp,717.0,1.0,1.5,79.0,0.0
Amora Sauce Barbecue Miel Flacon Souple 282g,121.0,0.7,27.0,0.7,0.5
soja sucrée,260.0,4.3,57.0,0.0,0.0
Knorr Marmite Bouillon de Légumes 8 Capsules 224g,107.0,2.3,8.1,7.1,1.1
Noodles de arroz,346.0,6.4,78.0,0.6,1.2
powerrade Mountain Blast - Blue,18.0,0.0,4.1,0.0,0.0
Choc pot,270.0,3.2,44.0,8.0,7.8
Soyasun 100% vegetale,43.0,4.6,0.0,2.7,0.3
Напитка с вкус на круша и боровинка и добавени витамини,14.0,0.0,3.2,0.0,0.0
Harry Dinkel Sandwich 4071800047812 Dinkelsandwichbrot,246.0,10.0,42.0,3.0,5.1
skor,0.0,0.0,0.0,0.0,0.0
Spicy mexican basmati rice,122.0,2.72,19.5,3.12,2.24
Pan sottile cereales y semillas,253.0,7.5,44.0,2.5,0.0
La Galette gourmande chocolat noir,486.0,6.2,71.0,19.0,3.3
Semi skimmed free range milk,50.0,3.6,4.8,1.8,0.0
Preda Fair Trade Dried Mango Slices,332.0,1.7,81.5,0.9,0.0
Sunflower & Pumpkin Loaf,301.0,11.1,39.5,9.9,4.8
Tacos,517.0,5.8,61.5,0.0,0.0
Delicia tomate,91.0,4.13,18.35,0.09,0.0
l'eau,0.0,0.0,0.0,0.0,0.0
Ain sais kids 33cl,0.0,0.0,0.0,0.0,0.0
Tofu natural,113.0,13.1,0.9,5.9,0.0
Maíz Dulce,82.0,2.5,14.0,1.4,0.0
Conikos Goût Chili,502.0,4.8,61.0,26.0,2.7
Cookies 40% pepitas chocolate,494.0,5.5,62.0,24.0,4.0
hummus clasico,273.0,5.2,11.8,22.5,1.1
Bolognese origional,54.0,1.2,6.9,2.1,1.1
OAT-MILK,50.0,1.25,6.67,2.08,0.833
Boisson Épeautre,52.0,0.5,9.8,1.4,0.0
FRUIT & BARLEY SUMMER FRUITS,5.0,0.0,0.0,0.0,0.0
High Protein Müsli,415.0,25.6,45.3,12.0,11.6
Real Mayo,677.0,1.0,3.5,73.2,0.0
Sabor Original,42.0,0.0,10.6,0.0,0.0
Oat cookies milk chocolate,536.0,6.2,62.1,28.5,3.1
Arroz integral largo,350.0,7.6,72.0,2.8,3.3
Strawberry Seedless,240.0,0.5,59.0,0.5,0.0
Heinz Hoops,52.0,1.6,10.4,0.2,0.6
President ovale extra fondant 200g,343.0,16.0,0.5,31.0,0.0
Pasta Soup' - Légumes et vermicelles,38.0,1.0,5.4,1.1,0.9
Gluten Free Oaties Syrupy & Crumbly,482.0,9.2,57.5,22.4,6.8
Wrights Mixed grain bread mix,246.0,10.6,41.3,2.8,0.0
Gourmet Rosemary Savoury Crackers,493.0,8.0,62.0,23.0,0.0
Sudocrem Antiseptic Healing Cream,0.0,0.0,0.0,0.0,0.0
Protein Bar - Muscle Mass - Caramel Cookie Flavor,395.0,32.0,36.0,15.0,8.1
High protein Quarkriegel,309.03441680000003,22.0,16.0,19.0,0.0
Zero Tomaten Ketchup,40.0,1.6,5.9,0.1,0.0
Unsalted butter,745.0,0.6,0.6,82.0,0.0
Boisson végétale amande légère 1l,18.0,0.7,0.3,1.7,0.5
Nouilles aux œufs bio,162.0,5.6,32.0,1.1,1.1
Thé noir glacé saveur framboise menthe,2.0,0.0,0.2,0.0,0.0
CDO 900ml SaltCaramelDNV CL1 20Ax6x120EB,108.0,1.5,15.0,4.4,0.5
Lays paprika,504.0,6.2,53.0,28.0,5.2
Pain grillé au blé complet 250g,378.0,11.0,70.0,4.3,7.6
maltesers,503.0,8.3,62.0,24.0,0.0
High Protein Raspberry Quark-Based,70.0,12.5,3.6,0.5,0.0
"Le Lait sans Lactose Léger, doux & digeste",41.0,3.3,4.8,1.0,0.0
Hummus con olivas de Kalamata,307.0,5.9,11.1,25.4,5.3
Huvudroll,254.0,14.0,5.0,20.0,1.0
Breakfast avocado,157.0,2.2,8.5,14.0,6.4
Batts English Mustard,192.0,6.7,20.6,8.5,3.1
Cranberries dried & sweetened,330.0,0.4,76.0,0.8,5.5
Saguaro,0.0,0.0,0.0,0.0,0.0
Wholemeal seeded,264.0,12.1,30.3,8.79,9.09
Hulala,303.0,0.6,13.4,27.5,0.0
Bífidus natural,71.2,3.84,4.48,4.24,0.0
Brooklea Greek Style Fat Free Natural Yogurt,65.0,7.0,9.0,0.2,0.0
Sania cucina all'italiana,256.0,2.6,5.0,25.0,0.0
Bakewell Tart Raw Fruit & Nut Bars,394.0,7.5,50.3,17.0,4.9
Dark Chocolate Nuts & Salt 3er-Packung,523.0,17.0,24.0,37.0,13.0
Marmite Oven Baked Cashews,577.0,21.0,21.0,44.0,4.2
Pâte a tartiner -30% de sucres,520.0,7.8,45.0,30.0,17.0
Mon yaourt maison,65.0,3.3,4.9,3.6,0.0
Jutos Orange,43.0,0.0,10.6,0.0,0.1
Chewingum,307.0,0.0,76.0,0.0,0.0
Sweet Pineapple Slices In Juice,51.0,0.5,12.0,0.5,0.5
Crema allo Zenzero,584.0,3.4,55.0,38.7,0.9
Rye Sourdough Crackers,372.0,10.2,65.5,5.4,10.2
Moroccan Style Burgers,172.0,5.3,23.0,5.0,7.0
Pétales au chocolat blé complet,379.0,9.3,74.0,3.4,7.6
Pâte a tartiner chocolat intense,291.0,5.1,32.0,15.0,4.6
Oui au végétal,24.0,0.5,2.8,1.4,0.0
Gluten Free Wholegrain crackers,459.0,10.8,57.6,18.9,7.5
Tacos  wafer,500.0,3.0,72.0,20.0,14.0
Minute Maid,45.0,0.0,10.6,0.0,0.0
Sliced Green Jalapeño Peppers,17.0,1.1,1.3,0.3,2.2
PORRIDGE OATS,362.0,11.0,60.0,6.5,9.5
Castañas cocidas y peladas,172.0,4.1,33.0,1.5,6.9
Clorest,0.0,0.0,0.0,0.0,0.0
2 Bake at Home White Baguettes,288.0,9.8,58.0,1.2,3.4
CRACKS,0.0,0.0,0.0,0.0,0.0
Panes especiales tomate y orégano,483.0,9.6,57.6,23.1,3.3
Mild Spanish Chorizo Ring,415.0,21.3,4.0,34.9,0.0
Aperol,0.0,0.0,0.0,0.0,0.0
Mexican style grains,164.0,3.7,30.0,2.6,2.9
Plaisir du Primeur -  Girasoli cèpes,250.0,8.7,32.0,8.4,5.5
Muesli 6 frutas,444.0,7.6,62.0,17.0,6.2
Panzani sauce provencale nat 650g f12,56.0,1.5,7.8,1.8,1.3
Chicken tikka,96.0,8.5,13.2,1.7,3.15
Chocolate negro 72% con trozos de naranja,522.0,8.2,43.0,33.0,10.0
Kombucha,0.184,0.0459,0.487,0.0459,0.0459
Petits pains grillés à l'épeautre,384.0,11.0,68.0,5.8,7.6
Brioche Pépites de Chocolat,382.0,7.8,50.0,16.0,5.2
Viande des GRISONS,194.0,38.0,1.5,4.0,0.0
Boulettes tomate et herbes de Provence végétales et gourmandes 180g,222.0,15.0,5.0,15.0,4.3
Crunchy Chocolat 🍫 au Lait 🥛🐄,470.0,7.5,63.0,19.5,6.5
Vegan Protein,390.0,71.0,5.33,8.33,0.0
Privolat,450.0,8.1,73.0,13.0,4.5
Bamboo crunchy chocolate,454.0,12.0,48.0,22.0,8.0
Amoxil,0.0,0.0,0.0,0.0,0.0
Maribel Yeast Extract Vegan,231.0,38.5,17.7,0.3,1.7
Tartare 100% Végétal - herbes de provence végétal,227.0,4.6,7.4,19.0,4.0
Gnocchi Klassik,146.0,3.6,31.0,0.3,2.2
Boisson au cacao et à l'avoine,54.0,0.6,9.1,1.5,1.0
Vegane Mühlen Frikadellen,187.0,13.0,8.0,10.0,6.5
Fromage Blanc Fraise Citron Very,59.0,10.0,4.1,0.2,0.0
Млечнокисел десерт с вкус на кокос,75.0,10.0,6.5,0.6,0.0
Beurre de cacahuètes smoothie,566.0,24.0,9.8,48.0,9.1
Sirop de cassis sans sucres,16.0,0.0,3.2,0.0,0.0
Pâte Brisée Origine France Garantie,388.0,6.5,45.0,18.0,1.5
75 CL FRUITS DU DRAGON PAGO,44.0,0.5,10.0,0.5,0.0
Confiture 4 fruits,240.0,0.4,57.7,0.3,0.8
"PET 1,5L OASIS TROPICAL ZERO",3.0,0.0,0.5,0.0,0.0
Banania Moins de sucres,358.0,7.0,68.0,2.7,17.0
Eau de source de Montagne (Source Roche des Écrins),0.0,0.0,0.0,0.0,0.0
Protein Chocolate & Cranberries,471.0,26.0,28.0,25.5,12.5
Savoury Chicken Flavour Rice,160.0,3.27,30.9,2.18,1.18
Original hot malty goodness,362.0,9.1,77.3,2.3,2.1
Zartes Blätterteiggebäck,523.0,6.3,60.0,28.2,2.1
Vegane Mühlen Salami - Feinschmecker Art,232.0,29.0,10.0,7.7,3.1
Bresse bleu le Véritable,342.0,17.0,1.0,30.0,0.0
Panier de yoplait,90.0,3.3,13.1,2.3,0.0
Patatas Fritas Extra Crunch,538.0,6.3,49.0,34.0,3.8
Skyr à boire goût fraise,61.0,6.0,8.7,0.2,0.0
"protein power soup red pepper, tomato & lentil",58.0,4.1,6.8,0.7,3.8
itsu crispy seaweed thins sea salt,459.0,28.0,5.8,31.0,24.0
Crème dessert saveur chocolat riche en protéine,79.0,10.0,5.9,1.5,0.8
Chips de lentilles saveur sel & poivre,454.0,13.0,55.0,19.0,7.6
Les tranches végé Pois Chiches,138.0,8.1,11.0,6.0,3.8
Sucre cassonade,396.0,0.0,99.0,0.0,0.0
"Protein Peanuts, Almonds &amp; Salted Caramel Fruit &am",495.0,26.0,31.2,28.5,5.5
"Gelatina 0% sabor cereza, cola y sandía",1.0,0.1,0.2,0.0,0.0
Barista Edition Haferdrink,61.0,1.1,7.1,3.0,0.8
Doliprane vitamine C,0.0,0.0,0.0,0.0,0.0
Gâche tranchée pur beurre 400g,351.0,8.5,48.0,13.0,3.8
KEFIR cultured lowfat milk,45.8,4.17,3.75,0.833,0.0
Original Muffins,246.0,8.2,45.9,3.28,3.28
Carb Balance Flour Tortilla Wraps,163.0,14.0,44.2,8.14,39.5
Aussie Bites,500.0,7.69,57.7,26.9,7.69
Absinthe Safran,0.0,0.0,0.0,0.0,0.0
Miel crémeux,302.0,0.4,75.1,0.1,0.1
Weiße Riesenbohnen in Tomatensoße,143.0,5.3,11.6,7.0,0.0
Schokobutterkeks Zartbitter,511.0,7.14,54.6,27.5,7.5
Schlagsahne 30%,293.0,2.5,3.2,30.0,0.0
Камамбер,269.0,19.0,1.0,21.0,0.0
Salatbox Hähnchenbrust (Penny DE)/ Miel de Flores (Lidl ES),110.0,3.6,5.5,7.9,1.4
Pesto à la Trapanese,196.0,2.0,3.7,18.8,2.1
Cod Fishfingers,194.0,11.8,17.3,8.6,0.0
mortadella Bologna with pistachios,285.0,15.0,0.0,25.0,0.0
Emmental français 10 tranches,380.0,27.0,0.5,30.0,0.0
Pâte à pizza,291.0,7.2,46.0,6.7,0.0
Olives vertes dénoyautées,152.0,1.2,0.3,15.3,0.0
Petits pois extra fins et carottes d'aucy 530g,58.0,4.0,8.3,0.0,4.3
Lentilles préparées Cultivés en France d'aucy 530g,70.0,5.3,9.6,0.5,3.0
"Gourde 5 fruits (pomme, abricot, pêche, poire, banane)",56.0,0.5,13.0,0.5,1.4
La tomme de brebis,379.0,21.5,0.0,32.5,0.0
Yaos Le Yaourt à la Grecque Nature 8 x 125 g,101.0,3.1,3.5,7.9,0.0
Jockey 3% de mg nature 100 g x 8,72.0,6.9,4.4,3.0,0.0
Chocapic Nestlé,389.0,8.9,73.6,4.8,7.7
Jus d'ananas pressés,47.0,0.4,11.0,0.1,0.3
Crème Caramel,174.0,4.2,20.0,8.6,0.0
Lindt chocolate negro Limon con Gengibre con amandes,534.0,6.9,51.0,32.0,0.0
La Choucroute Garnie,84.0,3.7,1.4,6.5,2.4
Ma pâte à crêpes,345.0,12.1,65.2,3.1,3.8
Käse Fol Epi classic,352.0,25.2,0.48,28.1,0.0
Muesli Croustillant nature sans gluten,455.0,8.6,63.0,17.0,7.3
Filets de Maquereaux a la Catalane,167.0,11.0,3.2,12.0,0.0
Boursin portions garlic & herbs,396.0,8.5,3.0,39.0,0.0
Biscuit Crousti Pause choco noisette ss gluten,452.0,6.73,68.3,16.3,3.85
Candy up goût chocolat,62.0,3.2,10.0,0.9,0.6
Levure de boulanger traditionnelle,0.0,0.0,100.0,0.0,0.0
Maxi Cheese Burger,256.0,13.0,20.0,13.0,0.0
Mian Tiao saveur boeuf - 85 g - Tien Shan,112.0,2.6,14.0,4.9,0.7
BJORG Pain grillé au blé complet,378.0,11.0,70.0,4.3,7.6
Sodebo Dolce Pizza - 4 Formaggi,233.0,11.0,28.0,7.9,2.9
Salade Garden Poulet rôti Sauce Caesar,162.0,10.0,7.08,10.0,1.58
Le vinaigre de Cidre,0.0,0.0,0.0,0.0,0.0
Extra Moelleux complet 500g,247.0,10.0,41.0,3.1,7.9
Boisson soja vanille BIO 1l,90.0,3.3,3.6,1.8,0.5
Pain complet aux flocons d'avoine les créations 500g,269.0,11.0,42.0,5.0,6.8
Boisson amande bq 1l,25.0,0.6,3.0,1.2,0.0
"Biscottes très pauvre en sel x36, 300g",402.0,12.0,75.0,5.1,3.9
Oeufs Plein air Bleu Blanc Coeur - Boîte de 10,140.0,13.0,0.5,9.8,0.0
Vinaigre de cidre bouteille en verre de 50cl,22.0,0.0,0.0,0.0,0.0
"Biscuits Galettes pur beurre bio , 125g",491.0,6.5,68.0,21.0,1.8
Biscuits bio épeautre et sésames paquet de 150g,501.0,9.6,60.5,23.8,3.3
Purée de pomme sans sucres ajoutés bocal de 680g,53.0,0.5,12.0,0.5,1.4
Croissants,368.0,8.4,48.0,15.0,4.6
Pains au chocolat format familial,380.0,7.2,51.1,17.1,3.2
Sardine à la tomate et à l'huile d'olive,158.0,12.0,2.5,11.0,0.5
Sirop de Pêche blanche,321.0,0.0,79.0,0.0,0.0
Gésiers de volaille confits,171.0,24.0,0.0,8.4,0.0
L'Original - Bâtonnets de surimi,112.0,8.2,10.0,4.2,0.0
Pommes Mangues avec morceaux,66.0,0.5,14.0,0.5,1.5
Gratin de Choux-Fleurs au Jambon & à l'emmental,98.9,7.5,3.93,5.71,1.0
"Petits Filous Fromage Frais, Strawberry & Apricot",88.0,5.3,10.4,2.4,0.0
Huile vierge de colza biologique,900.0,0.0,0.0,100.0,0.0
Curly Donuts,463.0,11.0,56.0,20.0,4.8
Thon oeuf crudités sauce cocktail,217.0,8.9,30.0,6.4,0.0
Le moelleux poulet rôti crudités mayonnaise légère,241.0,8.7,29.1,9.57,0.696
Muesli croustillant 7 fruits,436.0,8.4,64.0,15.0,6.7
La Crème Semi-Epaisse Légère 18%MG,188.0,2.7,3.8,18.0,0.0
Chips de lentilles aux petits oignons,411.0,11.0,69.0,8.9,5.5
Tielles de Sète,272.0,8.6,24.0,15.0,0.0
Légumes pour couscous et plats orientaux,35.0,1.6,5.2,0.4,2.2
Brossard - mini brownie choco pepites,440.0,5.33,46.7,24.0,7.33
Elben Lait fermenté,35.0,3.3,4.3,0.5,0.0
Tarti'Bon,246.0,5.5,3.0,24.0,0.0
Beurre moulé de baratte doux,744.0,0.8,0.8,82.0,0.0
"VEGEtal GALETTES Épinards, blé, emmental",180.0,20.0,4.6,8.0,4.2
Pois chiches au sel de Noirmoutier,130.0,6.6,16.0,2.9,7.4
Crème fraîche 30% mg,287.0,2.4,1.9,30.0,0.0
Margarine allégée au tournesol 60% Mat. Gr. - barquette,540.0,0.2,0.2,60.0,0.0
Crackers Emmental Graines de Courge,437.0,18.0,48.0,17.0,10.0
Colin d'Alaska façon Fish and Chips,230.0,11.0,19.0,12.0,0.8
Pain d'épices,326.0,2.9,74.0,1.2,3.6
Couscous légumes du soleil,147.0,4.0,24.0,3.3,2.8
Rübenkraut,305.0,2.3,70.0,0.5,4.5
E Knusprige Haferfleks Klassik Kölln,392.0,9.7,72.0,5.4,7.5
Merci : Milk Chocolate синий смотка,579.0,8.1,50.1,37.8,0.0
Puffreis mit Schokolade,533.0,5.6,50.0,30.0,0.0
HP Classic BBQ Sauce 400ml 4.70€ 1l 11.73€,133.0,0.667,31.3,0.667,0.0
Lacto free cheese,416.0,25.0,0.5,35.0,0.0
Bicarbonate of soda,0.0,0.0,0.0,0.0,0.0
Cream Crackers Crispy Crackers,440.0,10.0,67.7,13.5,3.8
Tesco Skimmed-milk,35.0,3.6,5.0,0.1,0.0
Country Crisp Chocolat Noir,453.0,9.2,63.5,16.7,6.0
Rachel's Organic Greek Style Honey yogurt,124.0,3.1,12.0,7.1,0.0
Innocent jus d'orange avec pulpe 1.5L,39.0,0.8,8.3,0.0,0.85
"Innocent jus pomme, pêche & poire 900ml",42.0,0.4,9.0,0.0,1.0
50% Less Fat Crème Fraîche,163.0,2.7,4.4,15.0,0.0
Arborio Risotto Rice,357.2,7.3,79.3,1.2,1.1
Cheese & Onion,517.0,6.3,56.0,29.0,0.0
Salmon Fillets,210.0,25.3,0.0,12.0,0.0
Lizi's,501.0,14.2,45.2,27.1,9.7
Cacao & Almond Oat Bar,435.0,7.4,55.8,19.1,5.1
Instant Noodles Vegetables Flavour,450.0,11.0,62.0,17.0,0.0
LOTUS Gaufre de Liège Perles de sucre Format Familial 450g (10x1p),442.0,5.0,55.0,22.0,0.9
Gazpacho salmorejo,75.0,1.1,6.0,4.9,1.1
Fanta Zero Sugar,2.73,0.0,0.121,0.0,0.0
SUMMER FRUITS,18.0,0.0,4.1,0.0,0.0
Manteiga com Sal,734.0,0.5,0.8,81.0,0.0
Mortadella luncheon,186.0,10.19,11.23,9.21,0.0
Galette senior,434.0,7.59,73.01,12.4,0.0
Soummam ص,85.3,7.5,3.7,4.5,0.0
Margarine supérieure végétale 100%,743.0,0.3,0.8,82.0,0.0
Eau Minérale,0.0,0.0,0.0,0.0,0.0
Capsules NESCAFE Dolce Gusto Cappuccino Extra Crema 16 Capsules,423.0,17.4,35.9,20.4,12.9
L'Original Lait,527.0,7.8,56.0,29.0,3.3
Croustilles aux cacahuètes,480.0,15.4,54.3,21.7,5.71
CRUNCH (lot de 2),513.0,6.5,62.4,25.8,1.9
Kinder Schokolade,566.0,8.7,53.5,35.0,0.0
Mix Max,427.0,5.6,55.0,20.0,0.0
Ravioli bio au blé complet épinards ricotta burrata,254.0,9.9,27.0,11.0,3.7
Biscotti colcuore ricchi di fibre,447.0,7.5,62.0,16.5,10.0
Insalatissime Messicana,197.0,10.0,8.3,13.0,0.0
